ZIP CODE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED
11211,0.0,1.0,0,1,0,0
11417,1.0,0.0,1,0,0,0
11212,5.0,0.0,0,0,4,0
11204,8.0,0.0,0,0,8,0
10457,2.0,0.0,1,0,0,0
11211,3.0,0.0,1,0,2,0
11422,6.0,0.0,0,0,4,0
10027,5.0,0.0,0,0,5,0
11218,1.0,1.0,0,0,1,1
11203,10.0,0.0,0,0,10,0
10456,2.0,1.0,0,0,2,0
10128,1.0,0.0,0,0,0,0
10301,3.0,0.0,0,0,1,0
10006,3.0,0.0,0,0,1,0
10001,6.0,0.0,0,0,6,0
11211,8.0,0.0,0,0,8,0
11213,10.0,0.0,0,0,10,0
10454,4.0,0.0,0,0,2,0
10040,0.0,1.0,0,0,0,0
10475,7.0,0.0,0,0,7,0
10118,0.0,0.0,0,0,0,0
10024,2.0,0.0,1,0,0,0
10012,3.0,0.0,0,0,3,0
11412,4.0,0.0,0,0,3,0
10308,1.0,1.0,0,0,1,1
11354,3.0,0.0,0,0,0,0
11412,1.0,0.0,0,0,1,0
10026,4.0,0.0,0,0,4,0
10307,4.0,0.0,0,0,4,0
10009,0.0,0.0,0,0,1,0
10030,3.0,0.0,0,0,3,0
10031,0.0,0.0,0,0,0,0
10451,2.0,0.0,0,0,1,0
10025,2.0,0.0,2,0,0,0
11223,4.0,0.0,0,0,4,0
10103,0.0,0.0,0,0,0,0
10016,0.0,0.0,0,0,0,0
11378,0.0,1.0,0,1,0,0
11378,0.0,1.0,0,0,0,0
11106,0.0,1.0,0,0,0,1
10014,2.0,0.0,2,0,0,0
10016,4.0,0.0,0,0,4,0
10005,0.0,0.0,0,0,0,0
11367,1.0,0.0,0,0,0,0
11040,1.0,0.0,0,0,0,0
11427,5.0,0.0,0,0,5,0
11249,2.0,0.0,1,0,1,0
10475,0.0,0.0,0,0,0,0
11417,0.0,2.0,0,0,0,0
11210,1.0,1.0,0,0,1,1
11223,6.0,0.0,0,0,6,0
10036,4.0,0.0,0,0,4,0
10309,9.0,0.0,0,0,9,0
11377,5.0,0.0,0,0,5,0
11208,1.0,1.0,0,0,1,1
11423,2.0,0.0,0,0,2,0
11377,0.0,2.0,0,0,0,1
11411,2.0,0.0,1,0,1,0
11226,2.0,0.0,1,0,1,0
11207,10.0,1.0,0,0,10,0
11412,2.0,0.0,0,0,1,0
11109,2.0,0.0,0,0,2,0
10455,2.0,0.0,0,0,1,0
10465,7.0,0.0,0,0,7,0
11362,1.0,0.0,0,0,1,0
11421,2.0,0.0,0,0,0,0
11356,6.0,0.0,0,0,6,0
10457,1.0,0.0,1,0,0,0
10010,0.0,0.0,0,0,0,0
11249,0.0,1.0,0,0,0,0
11377,1.0,0.0,1,0,0,0
11213,6.0,0.0,0,0,6,0
11226,2.0,0.0,2,0,0,0
11215,3.0,0.0,2,0,1,0
11219,1.0,0.0,0,0,0,0
10457,4.0,0.0,0,0,0,0
10470,7.0,0.0,0,0,7,0
10016,3.0,1.0,0,0,3,1
11221,5.0,0.0,0,0,5,0
10023,2.0,0.0,0,0,1,0
10036,3.0,0.0,0,0,1,0
11224,2.0,0.0,0,0,1,0
10010,3.0,0.0,0,0,0,0
10022,5.0,0.0,0,0,5,0
11364,1.0,1.0,0,0,1,1
10002,4.0,0.0,0,0,4,0
11418,0.0,1.0,0,0,0,1
11204,7.0,0.0,0,0,7,0
10451,1.0,1.0,0,0,1,1
10170,1.0,0.0,0,0,0,0
11230,4.0,0.0,0,0,0,0
10308,0.0,1.0,0,0,0,1
11225,3.0,0.0,0,0,2,0
10457,1.0,0.0,0,0,0,0
11215,1.0,0.0,1,0,0,0
11223,0.0,1.0,0,0,0,0
11236,4.0,0.0,0,0,1,0
10036,5.0,0.0,0,0,5,0
11208,0.0,1.0,0,0,0,0
10035,3.0,0.0,0,0,0,0
11385,2.0,0.0,1,0,1,0
11236,3.0,1.0,0,0,3,1
11225,0.0,0.0,0,0,0,0
11691,2.0,0.0,0,0,1,0
11229,2.0,1.0,0,0,0,0
10463,8.0,0.0,0,0,8,0
11357,1.0,0.0,1,0,0,0
11101,3.0,0.0,0,0,3,0
10027,2.0,0.0,0,0,1,0
11418,4.0,0.0,0,0,4,0
10460,2.0,0.0,0,0,1,0
11004,2.0,0.0,0,0,1,0
11203,1.0,0.0,0,0,1,0
10278,0.0,0.0,0,0,0,0
11224,5.0,0.0,0,0,3,0
10280,2.0,0.0,0,0,0,0
11421,5.0,0.0,0,0,5,0
10314,0.0,0.0,0,0,0,0
10011,2.0,0.0,1,0,1,0
10001,1.0,1.0,0,0,0,0
11224,0.0,1.0,0,0,0,0
10459,3.0,0.0,0,0,2,0
10031,1.0,0.0,1,0,0,0
11232,0.0,0.0,0,0,4,0
11355,0.0,0.0,0,0,0,0
10466,10.0,0.0,0,0,10,0
11367,8.0,0.0,0,0,8,0
11214,3.0,0.0,0,0,3,0
11208,4.0,0.0,0,0,2,0
10458,5.0,0.0,0,0,0,0
11207,2.0,0.0,1,0,0,0
11235,3.0,0.0,0,0,1,0
10278,1.0,0.0,0,0,0,0
11357,0.0,1.0,0,0,0,0
10035,0.0,1.0,0,0,0,1
11228,2.0,0.0,0,0,0,0
10474,0.0,1.0,0,1,0,0
10301,17.0,0.0,0,0,17,0
11372,2.0,1.0,0,0,2,1
11230,4.0,0.0,0,0,4,0
11234,4.0,1.0,0,0,4,1
10456,7.0,0.0,0,0,7,0
10001,4.0,1.0,1,0,1,0
10463,1.0,1.0,0,0,1,0
11435,2.0,0.0,1,0,1,0
10468,1.0,0.0,1,0,0,0
10469,2.0,0.0,2,0,0,0
10028,2.0,0.0,2,0,0,0
10458,0.0,0.0,0,0,0,0
10468,4.0,0.0,0,0,4,0
11212,3.0,0.0,1,0,2,0
11354,0.0,0.0,0,0,0,0
10459,7.0,0.0,0,0,7,0
11207,7.0,0.0,0,0,0,0
11212,2.0,0.0,0,0,1,0
11412,6.0,0.0,0,0,6,0
10030,1.0,0.0,1,0,0,0
10457,5.0,0.0,0,0,4,0
10456,8.0,0.0,0,0,8,0
10459,0.0,1.0,0,0,0,1
11356,7.0,0.0,0,0,7,0
11422,0.0,1.0,0,0,0,1
10018,1.0,0.0,0,0,1,0
11234,1.0,1.0,0,0,1,0
10034,2.0,0.0,0,0,1,0
11224,5.0,0.0,0,0,5,0
10022,0.0,1.0,0,1,0,0
10003,2.0,0.0,0,0,1,0
10301,9.0,0.0,0,0,9,0
11426,5.0,0.0,0,0,5,0
11209,0.0,1.0,0,0,0,1
11229,2.0,0.0,1,0,0,0
11378,2.0,0.0,0,0,0,0
11249,3.0,0.0,3,0,0,0
11358,2.0,0.0,0,0,1,0
11373,3.0,0.0,0,0,3,0
10312,3.0,1.0,0,0,3,1
10005,1.0,0.0,0,0,1,0
10468,3.0,0.0,0,0,1,0
11212,11.0,0.0,0,0,11,0
11429,4.0,0.0,0,0,3,0
10022,0.0,0.0,0,0,4,0
10023,3.0,0.0,0,0,2,0
10279,0.0,0.0,0,0,0,0
11226,5.0,0.0,0,0,5,0
11419,3.0,0.0,0,0,2,0
11224,0.0,0.0,0,0,3,0
11693,1.0,0.0,0,0,0,0
11217,3.0,0.0,0,0,3,0
11212,3.0,0.0,1,0,1,0
11215,7.0,0.0,0,0,7,0
10001,0.0,1.0,0,0,0,1
11221,8.0,0.0,0,0,8,0
11236,5.0,0.0,0,0,4,0
11203,4.0,0.0,0,0,4,0
11368,5.0,0.0,0,0,4,0
10470,1.0,0.0,0,0,1,0
11363,1.0,0.0,0,0,1,0
10312,8.0,0.0,0,0,8,0
10463,10.0,1.0,0,0,10,1
11212,1.0,0.0,0,0,0,0
10459,2.0,0.0,0,0,2,0
11208,2.0,0.0,0,0,2,0
11237,1.0,0.0,0,0,0,0
10035,2.0,0.0,0,0,2,0
10453,3.0,0.0,3,0,0,0
11233,1.0,1.0,0,0,1,0
10468,3.0,0.0,1,0,0,0
10007,2.0,0.0,1,0,1,0
11220,5.0,0.0,0,0,4,0
10457,17.0,0.0,0,0,17,0
10013,1.0,0.0,0,0,1,0
10468,5.0,0.0,0,0,4,0
10065,2.0,0.0,0,0,0,0
11223,3.0,0.0,0,0,3,0
11694,2.0,0.0,2,0,0,0
11427,0.0,1.0,0,0,0,1
10011,5.0,0.0,0,0,5,0
10002,0.0,1.0,0,1,0,0
10004,0.0,0.0,0,0,0,0
10014,1.0,0.0,0,0,1,0
10459,0.0,0.0,0,0,0,0
11249,2.0,0.0,2,0,0,0
11235,1.0,0.0,0,0,1,0
11434,2.0,0.0,2,0,0,0
11215,1.0,1.0,0,0,1,1
11432,3.0,0.0,0,0,3,0
10462,7.0,0.0,0,0,7,0
10029,0.0,1.0,0,1,0,0
11361,2.0,0.0,0,0,2,0
10475,6.0,0.0,0,0,0,0
11414,3.0,0.0,0,0,3,0
10463,5.0,0.0,0,0,5,0
11379,1.0,0.0,0,0,0,0
11422,9.0,0.0,0,0,9,0
10035,5.0,0.0,0,0,4,0
10461,3.0,0.0,0,0,0,0
11378,2.0,0.0,0,0,2,0
11217,6.0,0.0,1,0,4,0
11102,0.0,1.0,0,0,0,1
11223,1.0,0.0,0,0,0,0
10310,7.0,0.0,0,0,7,0
11232,2.0,0.0,2,0,0,0
11694,2.0,0.0,0,0,0,0
10464,0.0,1.0,0,0,0,1
11422,7.0,0.0,0,0,7,0
10033,2.0,0.0,1,0,0,0
11370,1.0,0.0,1,0,0,0
11236,1.0,0.0,0,0,0,0
11207,3.0,0.0,1,0,2,0
11208,1.0,0.0,0,0,0,0
10029,3.0,1.0,0,0,3,0
10469,4.0,0.0,0,0,4,0
11210,5.0,0.0,0,0,2,0
10460,7.0,0.0,0,0,2,0
11416,8.0,1.0,0,0,8,1
11224,3.0,0.0,0,0,1,0
11693,0.0,0.0,0,0,0,0
10461,0.0,1.0,0,0,0,0
10018,0.0,1.0,0,1,0,0
10022,3.0,0.0,0,0,3,0
11214,5.0,0.0,0,0,0,0
11428,3.0,0.0,1,0,2,0
11368,2.0,0.0,1,0,1,0
11418,2.0,0.0,0,0,0,0
10454,2.0,1.0,0,0,2,0
10309,3.0,0.0,0,0,3,0
10453,4.0,0.0,0,0,3,0
10009,3.0,0.0,0,0,3,0
11234,4.0,0.0,0,0,3,0
11203,24.0,0.0,0,0,24,0
11224,7.0,0.0,0,0,7,0
11423,3.0,0.0,0,0,2,0
11429,6.0,0.0,0,0,6,0
11210,5.0,0.0,0,0,5,0
10312,5.0,0.0,0,0,5,0
10027,2.0,1.0,0,0,2,1
11239,2.0,0.0,0,0,0,0
10308,1.0,0.0,1,0,0,0
11695,2.0,0.0,0,0,2,0
11362,2.0,0.0,0,0,2,0
11693,5.0,0.0,0,0,5,0
11001,2.0,0.0,0,0,0,0
11225,2.0,0.0,1,0,1,0
11216,6.0,0.0,0,0,6,0
11418,2.0,0.0,2,0,0,0
10003,1.0,0.0,0,0,1,0
10014,1.0,0.0,0,0,0,0
10451,1.0,1.0,0,0,1,0
11214,6.0,0.0,0,0,6,0
10011,1.0,0.0,1,0,0,0
11434,2.0,0.0,0,0,2,0
11369,6.0,0.0,0,0,6,0
10036,2.0,0.0,0,0,2,0
11422,1.0,0.0,0,0,1,0
11423,3.0,0.0,0,0,0,0
10025,3.0,0.0,0,0,0,0
11235,0.0,0.0,0,0,1,0
11416,3.0,0.0,0,0,3,0
10119,1.0,0.0,1,0,0,0
11208,4.0,0.0,0,0,4,0
11436,1.0,0.0,0,0,1,0
10029,13.0,0.0,0,0,13,0
11228,3.0,0.0,0,0,3,0
10007,5.0,0.0,0,0,5,0
10172,1.0,0.0,0,0,1,0
11435,6.0,0.0,0,0,6,0
11220,4.0,0.0,0,0,3,0
11362,1.0,0.0,0,0,0,0
10069,1.0,0.0,1,0,0,0
11428,2.0,0.0,0,0,2,0
10475,2.0,0.0,0,0,1,0
11203,1.0,1.0,0,0,1,1
11106,0.0,1.0,0,1,0,0
11429,2.0,1.0,0,0,2,1
10027,12.0,0.0,0,0,12,0
10153,0.0,0.0,0,0,0,0
11213,0.0,0.0,0,0,4,0
10027,6.0,0.0,0,0,6,0
11218,4.0,1.0,0,0,4,1
10004,1.0,0.0,1,0,0,0
11693,0.0,1.0,0,0,0,0
11103,4.0,0.0,0,0,4,0
11230,4.0,0.0,4,0,0,0
10007,1.0,0.0,0,0,1,0
10457,2.0,0.0,0,0,1,0
10007,2.0,0.0,1,0,0,0
11366,3.0,0.0,0,0,3,0
10035,1.0,1.0,0,0,0,0
10012,5.0,0.0,0,0,5,0
11429,0.0,0.0,0,0,0,0
11413,2.0,0.0,1,0,1,0
11412,1.0,0.0,1,0,0,0
10036,2.0,0.0,1,0,1,0
10016,7.0,0.0,0,0,0,0
11416,4.0,0.0,0,0,2,0
10460,3.0,0.0,0,0,3,0
11203,5.0,0.0,0,0,0,0
11435,0.0,1.0,0,0,0,1
10037,2.0,1.0,0,0,1,0
11239,6.0,0.0,0,0,2,0
10036,3.0,0.0,3,0,0,0
11692,5.0,0.0,0,0,5,0
10011,9.0,0.0,0,0,9,0
10002,2.0,0.0,2,0,0,0
11373,3.0,0.0,0,0,0,0
11238,1.0,0.0,1,0,0,0
11367,0.0,0.0,0,0,0,0
10461,5.0,0.0,0,0,5,0
11249,1.0,0.0,0,0,0,0
11211,2.0,0.0,1,0,1,0
10309,8.0,0.0,0,0,8,0
11040,3.0,0.0,0,0,3,0
10037,2.0,0.0,1,0,1,0
11418,2.0,0.0,0,0,2,0
10030,2.0,0.0,1,0,1,0
11379,3.0,0.0,0,0,0,0
11101,0.0,0.0,0,0,0,0
11697,1.0,0.0,1,0,0,0
11691,1.0,0.0,0,0,0,0
10305,1.0,1.0,0,0,1,0
10032,5.0,0.0,0,0,5,0
11422,1.0,0.0,1,0,0,0
11105,6.0,0.0,0,0,6,0
11234,3.0,0.0,0,0,0,0
11693,3.0,0.0,0,0,2,0
10464,1.0,0.0,0,0,1,0
10456,0.0,1.0,0,0,0,0
11412,4.0,0.0,0,0,4,0
10035,0.0,1.0,0,1,0,0
11218,3.0,0.0,0,0,0,0
10301,2.0,0.0,0,0,1,0
10012,2.0,0.0,0,0,2,0
11217,6.0,0.0,1,0,5,0
11432,1.0,0.0,0,0,1,0
10048,1.0,0.0,0,0,1,0
10075,1.0,0.0,0,0,0,0
11215,1.0,0.0,0,0,0,0
10027,2.0,0.0,0,0,2,0
11234,2.0,1.0,0,0,2,1
11211,2.0,0.0,0,0,2,0
11212,4.0,0.0,0,0,4,0
10065,1.0,0.0,0,0,0,0
11430,3.0,0.0,0,0,3,0
11228,4.0,0.0,0,0,4,0
11209,1.0,0.0,0,0,1,0
10314,0.0,1.0,0,0,0,0
11220,3.0,0.0,1,0,0,0
11360,3.0,0.0,0,0,3,0
11205,6.0,0.0,0,0,4,0
11694,4.0,0.0,0,0,0,0
11416,0.0,1.0,0,0,0,1
10007,2.0,0.0,0,0,2,0
10458,1.0,0.0,0,0,0,0
11435,3.0,0.0,0,0,1,0
10034,7.0,0.0,0,0,7,0
11433,4.0,0.0,0,0,3,0
10031,2.0,0.0,0,0,0,0
11414,2.0,0.0,0,0,2,0
10025,1.0,1.0,0,0,0,0
11691,0.0,1.0,0,0,0,0
11228,6.0,0.0,0,0,6,0
10016,2.0,0.0,0,0,0,0
11358,3.0,0.0,0,0,3,0
11201,4.0,0.0,0,0,0,0
11220,3.0,0.0,0,0,2,0
11203,5.0,0.0,0,0,5,0
11220,1.0,1.0,0,1,1,0
10451,2.0,0.0,1,0,0,0
10004,2.0,0.0,0,0,2,0
10457,20.0,0.0,0,0,20,0
11238,0.0,1.0,0,0,0,0
11369,3.0,0.0,0,0,3,0
10014,0.0,0.0,0,0,2,0
10312,2.0,0.0,0,0,2,0
10014,4.0,0.0,0,0,4,0
10455,6.0,0.0,0,0,6,0
11693,8.0,0.0,0,0,8,0
10456,2.0,0.0,1,0,1,0
10000,2.0,0.0,2,0,0,0
10065,1.0,0.0,0,0,1,0
10016,2.0,0.0,0,0,2,0
11222,2.0,0.0,0,0,0,0
11373,1.0,0.0,0,0,0,0
10306,2.0,1.0,0,0,2,1
10013,2.0,0.0,0,0,2,0
11223,2.0,0.0,0,0,2,0
11372,2.0,1.0,0,0,2,0
11208,15.0,1.0,0,0,15,1
11432,6.0,0.0,0,0,6,0
10468,2.0,0.0,0,0,0,0
10169,2.0,0.0,0,0,2,0
10025,2.0,0.0,0,0,2,0
10282,3.0,0.0,0,0,3,0
11233,7.0,0.0,0,0,7,0
10462,1.0,0.0,0,0,0,0
10006,2.0,0.0,1,0,0,0
11101,0.0,0.0,0,0,0,0
11101,1.0,0.0,0,0,0,0
11236,7.0,0.0,0,0,7,0
11385,1.0,1.0,0,0,1,1
10019,2.0,0.0,1,0,0,0
11413,0.0,0.0,0,0,1,0
11372,2.0,0.0,2,0,0,0
10010,9.0,0.0,0,0,9,0
10018,10.0,0.0,0,0,8,0
10463,2.0,0.0,0,0,1,0
11208,4.0,0.0,0,0,1,0
11374,5.0,0.0,0,0,5,0
11415,2.0,0.0,0,0,2,0
10304,2.0,0.0,0,0,0,0
11208,3.0,0.0,0,0,0,0
10458,0.0,0.0,0,0,0,0
11104,1.0,0.0,0,0,1,0
11385,1.0,1.0,0,0,1,0
11234,2.0,0.0,2,0,0,0
10302,3.0,0.0,0,0,3,0
10110,1.0,0.0,0,0,0,0
11370,2.0,0.0,0,0,1,0
10310,5.0,0.0,0,0,5,0
10307,2.0,0.0,0,0,0,0
10007,0.0,0.0,0,0,0,0
11221,1.0,0.0,0,0,1,0
10451,0.0,0.0,0,0,0,0
10312,1.0,1.0,0,0,1,0
11226,2.0,0.0,1,0,0,0
11416,2.0,0.0,0,0,2,0
11229,0.0,1.0,0,0,0,1
10002,2.0,0.0,1,0,0,0
10032,0.0,1.0,0,1,0,0
11366,4.0,0.0,0,0,4,0
10013,5.0,0.0,0,0,5,0
11204,1.0,1.0,0,0,0,0
10301,4.0,0.0,0,0,4,0
10121,1.0,0.0,0,0,0,0
10018,7.0,0.0,0,0,0,0
11434,7.0,0.0,0,0,7,0
10474,6.0,0.0,0,0,6,0
11417,1.0,0.0,0,0,1,0
11356,3.0,0.0,0,0,3,0
10464,6.0,0.0,0,0,6,0
11213,5.0,0.0,0,0,2,0
10011,0.0,1.0,0,0,0,0
11230,6.0,0.0,0,0,6,0
11427,7.0,0.0,0,0,7,0
11427,2.0,0.0,0,0,1,0
11207,0.0,0.0,0,0,2,0
11236,5.0,0.0,0,0,3,0
10023,1.0,0.0,1,0,0,0
10460,2.0,0.0,2,0,0,0
10026,2.0,0.0,0,0,2,0
10169,0.0,0.0,0,0,0,0
10036,0.0,0.0,0,0,2,0
10021,0.0,1.0,0,0,0,0
11691,4.0,1.0,0,0,4,0
10465,4.0,0.0,0,0,4,0
10005,1.0,0.0,1,0,0,0
11201,6.0,0.0,0,0,6,0
10457,2.0,0.0,0,0,2,0
11416,11.0,0.0,0,0,11,0
10155,1.0,0.0,1,0,0,0
10018,2.0,0.0,2,0,0,0
10024,0.0,1.0,0,0,0,0
11423,1.0,2.0,0,0,1,2
10128,1.0,1.0,0,0,1,0
11216,2.0,0.0,2,0,0,0
10011,4.0,0.0,0,0,3,0
11238,1.0,1.0,0,1,1,0
10470,1.0,0.0,1,0,0,0
10464,3.0,0.0,0,0,2,0
10027,0.0,1.0,0,0,0,1
10304,0.0,1.0,0,0,0,0
11223,1.0,1.0,0,0,0,0
10006,1.0,0.0,0,0,0,0
11221,2.0,0.0,0,0,0,0
10453,6.0,0.0,0,0,6,0
10013,3.0,0.0,0,0,1,0
11692,0.0,0.0,0,0,0,0
10123,1.0,0.0,0,0,1,0
10312,6.0,0.0,0,0,6,0
10023,2.0,0.0,1,0,1,0
10013,4.0,0.0,0,0,1,0
10475,1.0,0.0,1,0,0,0
10454,8.0,0.0,0,0,8,0
11101,4.0,1.0,0,0,0,0
11221,2.0,0.0,0,0,2,0
11216,5.0,0.0,0,0,3,0
10452,3.0,0.0,0,0,0,0
11102,6.0,0.0,0,0,6,0
11415,1.0,0.0,0,0,1,0
11106,9.0,0.0,0,0,9,0
11355,5.0,0.0,0,0,1,0
10019,0.0,1.0,0,0,0,1
10027,17.0,0.0,0,0,17,0
11362,0.0,0.0,0,0,0,0
10010,5.0,0.0,0,0,5,0
10473,0.0,0.0,0,0,0,0
11201,1.0,0.0,0,0,1,0
11201,1.0,0.0,1,0,0,0
10039,2.0,0.0,0,0,0,0
11205,3.0,1.0,0,0,0,0
10037,7.0,0.0,0,0,7,0
10016,7.0,0.0,0,0,7,0
11385,7.0,0.0,0,0,7,0
11414,3.0,0.0,0,0,2,0
10458,6.0,0.0,0,0,5,0
10271,1.0,0.0,1,0,0,0
11224,0.0,0.0,0,0,0,0
10312,7.0,0.0,0,0,7,0
10037,5.0,0.0,0,0,5,0
10007,1.0,0.0,1,0,0,0
11207,6.0,0.0,0,0,0,0
10469,0.0,0.0,0,0,1,0
10012,4.0,0.0,0,0,4,0
10455,10.0,0.0,0,0,10,0
11004,1.0,1.0,0,0,1,1
10467,5.0,0.0,0,0,4,0
11215,10.0,0.0,0,0,10,0
11417,2.0,0.0,0,0,2,0
11692,2.0,0.0,0,0,2,0
10282,1.0,0.0,0,0,1,0
11101,4.0,0.0,0,0,3,0
11219,0.0,0.0,0,0,0,0
11385,3.0,0.0,0,0,3,0
11375,3.0,0.0,0,0,1,0
11221,3.0,0.0,1,0,2,0
11207,18.0,0.0,0,0,18,0
10456,2.0,0.0,0,0,0,0
11354,10.0,0.0,0,0,10,0
11434,0.0,1.0,0,0,0,0
11415,5.0,0.0,0,0,5,0
10453,2.0,0.0,1,0,1,0
11201,0.0,0.0,0,0,0,0
10302,3.0,0.0,0,0,0,0
10281,0.0,1.0,0,0,0,1
11417,2.0,0.0,0,0,0,0
11222,1.0,0.0,0,0,1,0
10128,1.0,1.0,0,0,1,1
10020,1.0,0.0,0,0,2,0
10036,2.0,0.0,1,0,0,0
10001,1.0,0.0,0,0,0,0
11427,1.0,0.0,0,0,1,0
11102,4.0,0.0,0,0,4,0
10009,2.0,0.0,0,0,3,0
10034,6.0,0.0,0,0,6,0
11212,7.0,0.0,0,0,7,0
11385,4.0,0.0,0,0,4,0
11423,3.0,0.0,0,0,3,0
10018,2.0,0.0,0,0,0,0
10452,4.0,0.0,0,0,0,0
10314,1.0,0.0,0,0,1,0
11412,2.0,0.0,0,0,0,0
10457,0.0,1.0,0,0,0,0
10024,3.0,0.0,0,0,3,0
11385,6.0,0.0,0,0,6,0
11101,2.0,0.0,0,0,2,0
10452,1.0,0.0,0,0,0,0
10304,1.0,0.0,0,0,0,0
10011,3.0,0.0,0,0,0,0
11236,3.0,0.0,1,0,2,0
11374,1.0,0.0,0,0,0,0
11234,1.0,0.0,0,0,0,0
11356,4.0,0.0,0,0,4,0
11223,4.0,0.0,0,0,2,0
10301,13.0,0.0,0,0,13,0
11365,2.0,0.0,0,0,2,0
11420,0.0,1.0,0,0,0,1
11207,1.0,0.0,1,0,0,0
10308,2.0,0.0,0,0,1,0
11434,4.0,0.0,0,0,4,0
11694,0.0,1.0,0,0,0,0
10034,2.0,0.0,0,0,0,0
10155,0.0,0.0,0,0,0,0
11218,2.0,0.0,2,0,0,0
10462,6.0,0.0,0,0,6,0
11236,3.0,0.0,0,0,2,0
11236,0.0,1.0,0,0,0,0
10002,6.0,1.0,0,0,0,0
11212,0.0,0.0,0,0,1,0
10040,2.0,0.0,0,0,1,0
11004,0.0,0.0,0,0,0,0
10040,6.0,0.0,0,0,6,0
11230,2.0,0.0,1,0,1,0
     ,3.0,0.0,0,0,3,0
10012,1.0,0.0,0,0,0,0
11377,4.0,0.0,0,0,4,0
10041,1.0,0.0,0,0,1,0
11435,4.0,0.0,0,0,0,0
10007,4.0,0.0,0,0,4,0
11368,1.0,1.0,0,0,0,0
11694,0.0,0.0,0,0,0,0
11421,0.0,1.0,0,0,0,0
10028,4.0,0.0,0,0,4,0
10470,3.0,0.0,0,0,0,0
10001,2.0,0.0,1,0,0,0
11692,2.0,0.0,0,0,0,0
11379,2.0,0.0,0,0,1,0
10040,2.0,1.0,0,0,2,1
11217,6.0,0.0,0,0,6,0
10011,5.0,0.0,0,0,1,0
10038,1.0,0.0,1,0,0,0
11208,0.0,1.0,0,1,0,0
10069,2.0,0.0,0,0,0,0
10305,3.0,0.0,0,0,2,0
10012,3.0,0.0,1,0,2,0
10003,5.0,0.0,0,0,5,0
10459,10.0,0.0,0,0,10,0
11233,4.0,0.0,0,0,3,0
11366,0.0,0.0,0,0,0,0
11413,3.0,0.0,0,0,3,0
11435,2.0,0.0,1,0,0,0
10170,0.0,0.0,0,0,0,0
10455,1.0,0.0,1,0,0,0
11234,0.0,0.0,0,0,0,0
10462,5.0,0.0,0,0,5,0
11355,1.0,0.0,0,0,0,0
11206,2.0,0.0,0,0,1,0
11418,6.0,0.0,0,0,6,0
11419,4.0,1.0,0,0,0,0
10454,2.0,0.0,0,0,1,0
11221,4.0,0.0,0,0,0,0
10462,8.0,0.0,0,0,8,0
11362,1.0,0.0,1,0,0,0
11212,2.0,0.0,0,0,0,0
10308,4.0,0.0,0,0,4,0
10463,2.0,0.0,0,0,0,0
10461,5.0,0.0,0,0,1,0
11214,2.0,0.0,1,0,0,0
10039,3.0,0.0,1,0,2,0
10803,0.0,0.0,0,0,0,0
10115,0.0,0.0,0,0,0,0
10467,14.0,0.0,0,0,14,0
10038,1.0,0.0,0,0,1,0
11691,1.0,1.0,0,0,1,1
11210,2.0,0.0,0,0,0,0
10472,3.0,0.0,0,0,2,0
11207,1.0,0.0,0,0,1,0
10009,3.0,0.0,0,0,0,0
11419,1.0,0.0,0,0,0,0
11434,0.0,0.0,0,0,0,0
10039,1.0,0.0,1,0,0,0
11385,2.0,0.0,1,0,0,0
11374,3.0,0.0,0,0,1,0
10471,0.0,1.0,0,0,0,1
10301,4.0,0.0,0,0,3,0
10006,2.0,0.0,0,0,2,0
11232,1.0,0.0,0,0,0,0
11229,0.0,1.0,0,1,0,0
10040,3.0,0.0,0,0,1,0
10305,2.0,0.0,0,0,0,0
11236,1.0,1.0,0,0,0,0
11413,6.0,0.0,0,0,6,0
11697,4.0,0.0,0,0,4,0
11423,2.0,0.0,0,0,1,0
11370,1.0,0.0,0,0,0,0
11221,3.0,0.0,0,0,3,0
11203,3.0,0.0,0,0,1,0
10024,6.0,0.0,0,0,4,0
